GiftId,TripId
76753,0
72637,0
63625,0
44918,0
71874,0
48961,0
89908,0
32349,0
55835,0
27954,0
9459,0
61666,0
72911,0
29445,0
72343,0
61550,0
94140,0
66162,0
97245,0
58197,0
53954,0
27760,0
54158,0
97773,0
78950,0
67744,0
9335,0
79698,0
26626,0
38250,0
39605,0
61937,0
72645,0
73812,0
94015,0
34443,0
49529,0
50842,0
80513,0
85096,0
78490,0
37986,0
2628,0
42119,0
73442,0
42285,0
50327,0
53282,0
32453,0
83213,0
96041,0
10849,0
23128,0
26027,0
82141,0
95016,0
33617,0
80730,0
9847,0
68674,0
91583,0
33370,0
83124,0
97768,0
47240,0
71396,0
35614,0
48865,0
78030,0
26479,0
57096,0
80663,0
14978,0
96093,0
76267,0
68275,0
59369,0
23893,0
84429,0
56865,0
14766,0
48024,0
21339,0
3577,0
98689,1
43885,1
63935,1
10611,1
69595,1
51196,1
50234,1
64220,1
63427,1
73707,1
42385,1
6001,1
39762,1
40683,1
18380,1
97792,1
45577,1
10923,1
37279,1
1966,1
5193,1
90453,1
94874,1
64302,1
82726,1
34053,1
45809,1
8039,1
40651,1
95699,1
38758,1
46652,1
29376,1
61574,1
72260,1
69492,1
38178,1
20621,1
27401,1
57541,1
53808,1
1127,1
95715,1
3158,1
19277,1
42479,1
88853,1
59028,1
15937,1
39055,1
22098,1
60263,1
63660,1
97046,1
64958,1
53052,1
81386,1
67593,1
4179,1
53683,1
92333,1
97504,1
83075,1
38748,1
93939,1
15356,1
97496,1
37819,1
33874,1
60332,1
93148,1
75825,1
72179,1
56656,1
99717,2
13883,2
80254,2
14168,2
7079,2
86831,2
80174,2
64163,2
8305,2
67642,2
45296,2
55241,2
9952,2
7569,2
83090,2
28430,2
56806,2
52384,2
53694,2
16544,2
97103,2
38710,2
81766,2
80583,2
68636,2
79247,2
90209,2
99125,2
90556,2
5013,2
13752,2
54856,2
92213,2
73378,2
90151,2
42665,2
40582,2
59509,2
78115,2
99026,2
13696,2
82166,2
91633,2
18151,2
72841,2
11353,2
77756,2
99024,2
19119,2
95706,2
79210,2
70543,2
87533,2
74472,2
27044,2
20489,2
66029,2
53638,2
53413,2
67574,2
67001,2
68088,2
18103,2
64992,2
1511,2
66999,2
76107,2
78054,2
9966,2
71055,2
85303,2
61738,2
22792,2
10235,2
49243,2
55721,2
18507,2
34807,2
28005,2
60047,3
52665,3
77444,3
50727,3
95397,3
96871,3
39136,3
5054,3
96664,3
62673,3
83420,3
33741,3
53827,3
12234,3
52397,3
17155,3
61352,3
23251,3
79804,3
52734,3
14587,3
73540,3
28901,3
81159,3
46540,3
96868,3
37636,3
684,3
41049,3
82622,3
79725,3
54428,3
81540,3
64807,3
19990,3
7907,3
84942,3
71093,3
41238,3
54253,3
61830,3
40158,3
29476,3
2065,3
46536,3
97527,3
14106,3
2684,3
57086,3
48622,3
93371,3
3961,3
82610,3
12759,3
52390,3
82619,3
18598,3
97421,3
98395,3
61260,3
10628,3
63667,3
57333,3
51306,3
61561,3
5296,3
63319,3
93622,3
83891,3
1992,3
72285,3
29390,3
34975,3
19079,3
61620,3
67062,3
99985,4
20097,4
30021,4
38698,4
11116,4
75102,4
55691,4
62977,4
75255,4
47546,4
50813,4
82561,4
50496,4
56386,4
30115,4
19212,4
84676,4
57913,4
1315,4
48710,4
21020,4
62839,4
50880,4
29442,4
79153,4
73632,4
77263,4
46954,4
97598,4
21204,4
9794,4
11798,4
23358,4
23105,4
62392,4
61801,4
17628,4
50223,4
43316,4
91082,4
46826,4
77977,4
50201,4
81243,4
22474,4
41717,4
17507,4
72606,4
69471,4
11743,4
86910,4
5974,4
99141,4
43132,4
11221,4
65108,4
38308,4
85773,4
99870,4
91667,4
11291,4
14593,5
80726,5
63621,5
2085,5
80185,5
22122,5
30602,5
85932,5
7478,5
5550,5
68839,5
84574,5
29844,5
58193,5
1492,5
67396,5
52858,5
28754,5
46241,5
35245,5
14803,5
72644,5
19818,5
42438,5
16987,5
13136,5
32405,5
38951,5
52121,5
74459,5
34612,5
40372,5
94030,5
55818,5
45806,5
57386,5
65928,5
84189,5
72278,5
37683,5
31037,5
30456,5
15192,5
48177,5
89441,5
77763,5
81142,5
7677,5
81892,5
23888,5
60654,5
39414,5
65635,5
61165,5
21869,5
61736,5
65737,5
34043,5
82682,5
53642,5
99212,5
5707,5
62627,5
51598,5
72683,5
1299,5
84303,5
18742,5
49548,5
15104,5
77225,5
38545,5
45316,5
10029,5
96488,5
89315,5
91330,6
63494,6
70607,6
70452,6
3516,6
60511,6
38673,6
71152,6
17642,6
26277,6
69992,6
41544,6
65363,6
60326,6
89763,6
34817,6
94159,6
9894,6
1258,6
82332,6
33676,6
17323,6
88126,6
89631,6
96450,6
2197,6
46339,6
84085,6
10948,6
629,6
79226,6
23875,6
97654,6
77935,6
43068,6
61010,6
88142,6
24590,6
78848,6
37741,6
8824,6
35896,6
82299,6
21569,6
63420,6
58090,6
73496,6
16936,6
97468,6
22907,6
86980,6
53875,6
97976,6
78666,6
91645,6
49979,6
12104,6
88844,6
65976,6
34829,6
98447,6
63060,6
98806,6
79346,6
7108,6
3586,6
25717,7
76727,7
34622,7
9975,7
94793,7
57174,7
83720,7
82340,7
37510,7
89002,7
28060,7
79965,7
58622,7
44617,7
10295,7
22878,7
55599,7
29470,7
32347,7
72855,7
30587,7
44386,7
50993,7
5326,7
38180,7
98679,7
97282,7
53222,7
72181,7
26430,7
13492,7
19190,7
98389,7
96152,7
14806,7
708,7
68888,7
91122,7
98349,7
56529,7
14745,7
78200,7
99584,7
10049,7
90562,7
74263,7
43464,7
88762,7
53499,7
84413,7
10318,7
7454,7
20714,7
35561,7
73636,7
72521,7
52229,7
15340,7
30985,8
12958,8
39963,8
68324,8
87429,8
94305,8
16113,8
68391,8
19000,8
5040,8
14849,8
49698,8
78670,8
76674,8
65311,8
11274,8
84473,8
39273,8
