GiftId,TripId
95169,0
86492,0
4630,0
76375,0
68134,0
47372,0
50849,0
64359,0
6417,0
1612,0
670,0
65990,0
26024,0
45240,0
44661,0
83489,0
45438,0
32862,0
70943,0
26656,0
82418,0
79456,0
76956,0
80292,0
8441,0
35978,0
32151,0
62488,0
38293,0
27404,0
15996,0
37412,0
97383,0
17327,0
95633,0
22630,0
16012,0
28085,0
24237,0
78832,0
12150,0
8538,0
13140,0
55358,0
37971,0
18927,0
66681,0
39456,0
28794,0
95147,0
56455,0
50041,0
65226,0
87162,0
83473,0
10237,0
89851,0
53469,0
22365,0
2277,0
35197,0
18991,0
22094,0
20227,0
16432,1
2526,1
48500,1
32331,1
2227,1
31228,1
30148,1
12915,1
78727,1
24897,1
96218,1
87840,1
98090,1
41276,1
31389,1
93023,1
21460,1
62641,1
14320,1
98078,1
87459,1
94673,1
62040,1
60195,1
47712,1
55256,1
78077,1
44128,1
32813,1
6300,1
12423,1
214,1
40368,1
57924,1
79594,1
5364,1
42602,1
66467,1
78632,1
77837,1
96253,1
32251,1
33501,1
37138,1
89840,1
83644,1
3286,1
40800,1
38388,1
73189,1
61279,1
31379,1
76397,1
55237,1
47093,1
65199,1
36344,1
6857,1
9160,1
36797,1
1496,1
48319,1
54131,1
82428,1
93747,1
69461,1
99233,1
65542,1
50620,1
70589,1
40848,1
87589,1
52489,1
31498,1
38958,2
36253,2
62281,2
33132,2
88332,2
81559,2
2700,2
62136,2
94606,2
74491,2
37895,2
39706,2
16445,2
89927,2
39304,2
15175,2
57464,2
3967,2
30836,2
764,2
35857,2
43786,2
35135,2
91267,2
81178,2
1918,2
87857,2
61065,2
61461,2
30549,2
25275,2
91884,2
36748,2
18950,2
38285,2
61108,2
31793,2
31293,2
49511,2
53383,2
1534,2
32929,2
68728,2
46469,2
54600,2
628,2
99074,2
65015,2
99050,2
28319,2
52260,2
40553,2
85583,2
59828,2
87334,2
79273,2
74116,2
35606,2
14702,2
94034,2
12394,2
16277,2
68551,2
66590,2
91254,2
80238,2
49396,2
63005,2
38172,2
63618,2
42292,2
98917,2
89926,2
34646,2
93979,3
72306,3
10408,3
59563,3
9537,3
41190,3
5702,3
93384,3
61580,3
44328,3
99359,3
55291,3
4380,3
5812,3
89887,3
11277,3
85330,3
86992,3
47931,3
11040,3
1410,3
55455,3
66018,3
88449,3
54348,3
63066,3
42398,3
84134,3
50145,3
65151,3
46358,3
51118,3
82427,3
52946,3
74809,3
371,3
78625,3
38012,3
62251,3
23406,3
78526,3
44666,3
66835,3
33176,3
2484,3
30970,3
24965,3
64747,3
11175,3
95778,3
46677,3
90405,3
15788,3
86327,3
83042,3
61747,3
857,3
52528,3
24617,3
78657,3
68017,3
77168,3
61721,3
5913,3
92895,3
7780,3
94798,3
40061,3
5406,3
66193,3
98296,3
67643,3
44305,3
6385,3
68063,3
42173,3
14391,3
4029,3
22249,3
64693,3
83630,4
19535,4
85172,4
59093,4
80945,4
37331,4
65882,4
45949,4
65618,4
92798,4
46557,4
85589,4
78995,4
59946,4
94786,4
22664,4
95276,4
79408,4
47333,4
79904,4
1261,4
10301,4
3844,4
27129,4
30974,4
9600,4
41656,4
12363,4
86611,4
18821,4
19092,4
30033,4
32170,4
54710,4
98986,4
56772,4
96962,4
86940,4
86860,4
3299,4
36580,4
60022,4
10509,4
37512,4
11229,4
37383,4
15123,4
41835,4
80264,4
78519,4
36,4
91589,4
2999,4
4981,4
85392,4
66952,4
43937,4
35418,4
69746,4
92126,4
65789,4
41711,4
97170,4
38145,4
54822,4
71237,4
48431,4
54519,4
70035,4
61837,4
33312,4
78361,4
45193,4
92612,4
2271,4
68928,4
22764,4
84253,4
98206,4
63989,4
57021,4
56288,4
95125,4
3695,4
50050,4
93937,4
89636,4
91853,4
85686,4
41284,4
52359,4
17354,4
79880,4
83523,4
3396,4
59326,4
98567,5
72391,5
65086,5
30603,5
32584,5
56702,5
50148,5
5011,5
5521,5
22548,5
73022,5
30356,5
16768,5
47509,5
4794,5
81514,5
10958,5
1361,5
76390,5
4759,5
69794,5
86748,5
75729,5
85153,5
62784,5
51265,5
70594,5
87915,5
54668,5
60872,5
52633,5
36998,5
12042,5
72028,5
30795,5
47142,5
17946,5
50637,5
23051,5
96638,5
83914,5
65056,5
14293,5
23727,5
49530,5
62102,5
56075,5
85777,5
58167,5
91213,5
76616,5
69009,5
77044,5
61785,5
85025,5
37094,5
55316,5
54796,5
17078,5
22478,5
38338,5
79017,5
13874,5
70515,5
17497,5
85476,5
43846,5
64380,5
27798,5
72828,5
89809,5
77253,5
44933,5
59037,5
70542,5
14047,5
81758,5
11527,5
83334,5
48481,5
63166,5
74736,5
5992,5
25639,5
78922,5
73146,5
68562,5
22913,5
37752,5
22262,5
40535,5
31343,5
47118,5
56279,5
84878,5
94399,5
99739,6
46611,6
759,6
80541,6
97376,6
58681,6
45717,6
21451,6
47417,6
66793,6
61264,6
44650,6
22166,6
73493,6
53302,6
39261,6
12270,6
13953,6
32181,6
57249,6
4773,6
22686,6
30300,6
8394,6
23319,6
91981,6
99835,6
37278,6
75307,6
24620,6
50347,6
98130,6
99305,6
72484,6
39603,6
60015,6
35874,6
88483,6
88759,6
26349,6
70726,6
64103,6
85278,6
45294,6
69760,6
75264,6
90179,6
52302,6
71169,6
74983,6
40383,6
50656,6
51813,6
95472,6
57594,6
53794,6
59638,6
15342,6
24346,6
50045,6
9387,6
43920,6
79018,6
37988,6
49691,6
68346,6
60752,6
59420,6
13491,6
7656,6
13718,6
22273,6
97178,6
79853,6
46231,7
84588,7
28261,7
5600,7
80351,7
18602,7
14601,7
91669,7
43358,7
90692,7
13305,7
91908,7
24530,7
24809,7
70434,7
81409,7
63221,7
42457,7
89309,7
2027,7
91049,7
33921,7
29523,7
6739,7
34927,7
34833,7
90979,7
11483,7
54108,7
49657,7
25731,7
64825,7
89893,7
94730,7
80241,7
22512,7
80398,7
23964,7
75550,7
76679,7
66347,7
28321,7
22392,7
56035,7
31980,7
20080,7
78971,7
88958,7
54547,7
83808,7
95172,7
14206,7
37539,7
66961,7
24151,7
68018,7
95128,7
55328,7
53191,7
45099,7
79487,7
68448,7
89319,7
64129,7
81185,8
54883,8
96844,8
24646,8
68162,8
43347,8
70851,8
29468,8
10306,8
56506,8
45839,8
90278,8
86914,8
83696,8
95609,8
23731,8
92053,8
53874,8
2798,8
34306,8
32313,8
72359,8
87372,8
86931,8
75625,8
57892,8
88038,8
55644,8
6383,8
15379,8
84243,8
11490,8
83434,8
74793,8
41922,8
52175,8
53241,8
56034,8
72276,8
86188,8
85863,8
4180,8
2007,8
16750,8
35757,8
82092,8
8750,8
37422,8
91577,8
11587,8
29677,8
22024,8
79767,8
11228,8
36885,8
22374,8
27590,8
41674,8
47697,8
29845,8
64659,8
68254,8
14539,8
38997,8
81838,8
51164,8
83491,8
68390,8
84875,8
44058,8
9503,8
91855,9
45892,9
8233,9
87587,9
2483,9
81562,9
69183,9
23437,9
12287,9
78831,9
1679,9
10655,9
20396,9
17823,9
1183,9
49809,9
99470,9
84889,9
24913,9
35126,9
33086,9
99932,9
76224,9
6138,9
14482,9
11497,9
25086,9
47681,9
72363,9
44515,9
25566,9
42506,9
5914,9
49151,9
49319,9
63641,9
33209,9
444,9
3730,9
35149,9
62143,9
70792,9
85160,9
96726,9
61644,9
98871,9
84838,9
4337,9
3275,9
19117,9
97493,9
52221,9
75705,9
55105,9
64312,9
34374,9
81296,9
64020,9
55865,9
36201,9
16705,9
80821,9
34541,9
56398,9
56667,9
89365,10
20859,10
53746,10
93796,10
63733,10
2474,10
88226,10
60159,10
54401,10
39103,10
65389,10
73624,10
82899,10
54072,10
45398,10
90029,10
13255,10
62135,10
67572,10
12695,10
35959,10
96981,10
40080,10
83279,10
29798,10
66791,10
57387,10
99081,10
79855,10
87044,10
77058,10
70022,10
53182,10
75631,10
5188,10
48986,10
85007,10
22751,10
17223,10
55104,10
11244,10
44432,10
5551,10
99647,10
46126,10
90072,10
31215,10
28627,10
534,10
45623,10
52107,10
7721,10
33250,10
42217,10
75755,10
57463,10
70832,10
25229,10
74243,10
56911,10
29801,10
76961,10
2154,10
16325,10
12108,10
97348,10
48946,10
38907,10
99700,11
65901,11
48723,11
13819,11
21806,11
54609,11
83871,11
34138,11
87276,11
4617,11
95684,11
91496,11
72982,11
60048,11
42693,11
53966,11
31879,11
88004,11
16225,11
44936,11
72912,11
47868,11
47811,11
99678,11
90379,11
51898,11
20451,11
75410,11
41191,11
98166,11
84624,11
80818,11
53974,11
42305,11
97973,11
26115,11
63118,11
80720,11
37128,11
89936,11
66008,11
87760,11
35388,11
13636,11
44960,11
48879,11
79406,11
47790,11
49423,11
63151,11
28289,11
80089,11
925,11
35230,11
68261,11
42128,11
22896,11
80013,11
3374,11
7856,11
94010,11
22174,11
46996,11
49287,11
23554,11
81895,11
98527,11
14647,11
21808,11
69572,11
37147,11
73630,11
87423,11
93025,11
83903,11
14726,11
46746,11
96233,11
73601,11
33000,11
46687,11
39669,12
53431,12
51844,12
38483,12
62700,12
57304,12
10096,12
37460,12
91553,12
94772,12
43778,12
47832,12
11055,12
30648,12
72039,12
76068,12
93577,12
6570,12
82896,12
30728,12
75482,12
3761,12
94735,12
74315,12
50055,12
57041,12
43211,12
15799,12
71882,12
42681,12
92207,12
50945,12
37972,12
76330,12
97077,12
27728,12
1096,12
51591,12
364,12
32110,12
66497,12
45599,12
55418,12
2389,12
19550,12
2822,12
80277,12
72659,12
63056,12
669,12
70370,12
6609,12
30870,12
72960,12
35881,12
50574,12
53100,12
4217,12
56167,12
65392,12
98325,13
19481,13
63985,13
77239,13
35031,13
31597,13
43407,13
70325,13
40436,13
99638,13
25333,13
1402,13
14561,13
80803,13
16129,13
83125,13
60042,13
20779,13
47668,13
79770,13
45545,13
1364,13
45012,13
28006,13
4138,13
99388,13
43037,13
66201,13
82862,13
33561,13
51314,13
39944,13
30916,13
53336,13
28616,13
66382,13
62121,13
73738,13
26108,13
16473,13
53283,13
79691,13
89266,13
47133,13
27677,13
62066,13
77245,13
80525,13
81654,13
25360,13
13287,13
26055,13
38449,13
15425,13
87642,13
88960,13
13387,13
44942,13
25696,13
87261,13
79928,13
41187,13
2189,13
29129,13
32533,13
24048,13
25867,13
75384,13
44625,13
85154,13
33061,13
71044,13
22964,13
58110,13
1198,13
21921,13
29655,13
23262,13
50484,13
50794,14
13226,14
68725,14
72245,14
22566,14
90189,14
10250,14
12530,14
76025,14
98460,14
94875,14
50032,14
65906,14
83076,14
15719,14
16433,14
23499,14
79914,14
25578,14
72630,14
25485,14
38680,14
11674,14
47768,14
20742,14
66798,14
25166,14
5132,14
1077,14
72798,14
77916,14
78464,14
39344,14
62957,14
7695,14
93173,14
59287,14
91549,14
55836,14
40539,14
85864,14
25344,14
84290,14
14997,14
33887,14
66941,14
4063,14
52567,14
28265,14
77072,14
48588,14
2465,14
98148,14
33328,14
28601,14
53651,14
13710,14
94339,14
99152,15
46519,15
9742,15
19491,15
25246,15
65736,15
89311,15
1098,15
542,15
17647,15
74019,15
11410,15
82399,15
58879,15
24367,15
29440,15
51961,15
38463,15
15782,15
81628,15
52705,15
70330,15
12307,15
27473,15
28752,15
74580,15
89915,15
52243,15
89036,15
24173,15
75746,15
5851,15
56191,15
5433,15
46855,15
44885,15
95180,15
55552,15
66446,15
80009,15
77142,15
71826,15
67433,15
16250,15
92906,15
76641,15
35840,15
5215,15
88346,15
18663,15
70326,15
2327,15
27180,15
90796,15
91503,15
95527,15
5061,15
3400,15
51703,15
47819,15
6980,15
47787,15
88245,15
98156,15
51960,15
93000,15
52050,15
27878,15
95930,15
73456,15
9554,15
84655,15
26946,15
7347,15
64973,15
46032,15
77713,15
50270,15
5723,15
51371,15
99535,16
57259,16
28437,16
61480,16
1866,16
39026,16
93721,16
78772,16
48980,16
34253,16
75376,16
71584,16
56846,16
46189,16
57717,16
90589,16
5536,16
76363,16
5621,16
43621,16
86451,16
63803,16
63142,16
23493,16
85131,16
19026,16
19586,16
16835,16
34528,16
92899,16
23054,16
21174,16
48816,16
22120,16
5362,16
71308,16
50730,16
14151,16
68330,16
40196,16
47530,16
16458,16
64922,16
35915,16
75200,16
23807,16
42676,16
3783,16
9799,16
61462,16
70005,16
63355,16
40301,16
14605,16
40622,16
67268,16
7870,16
24860,16
8512,16
68814,16
45656,16
21280,16
59476,16
77688,16
68995,16
43692,16
76442,17
39085,17
36969,17
83111,17
76314,17
57347,17
60602,17
86699,17
46697,17
85422,17
91934,17
48458,17
60249,17
26443,17
91646,17
19565,17
23414,17
56453,17
92496,17
46990,17
15473,17
28405,17
61611,17
4087,17
40549,17
38120,17
80394,17
63497,17
14791,17
81885,17
66212,17
